Tokens, ,Tagged,PER_COUNT,ORG_COUNT,LOC_COUNT,,,,,,
6,han g wo b gat wala,han g wo b gat wala,0,0,0,,,,,,
13,sababalochpti salam han sindh ky logo ko jino ny pti ko vote dyia,sababalochpti salam han <LOC--sindh> ky logo ko jino ny <ORG--pti> ko vote dyia,0,1,1,,,,,,
4,Mashallah Nazar na lage,Mashallah Nazar na lage,0,0,0,,,,,,
16,"jis khaaney per Allah ka naam nah liya jaye, usko shaitaan apney liye halaal samajhta hai","jis khaaney per Allah ka naam nah liya jaye, usko shaitaan apney liye halaal samajhta hai",0,0,0,,,,,,
11,acha vesay mera khyal tha k aap ko bht eerience hay,acha vesay mera khyal tha k aap ko bht eerience hay,0,0,0,,,,,,
14,Unhoon ne Kamaal aur Ghayas sahibaan k samne badshah salamat ki tarrefain shuru krdeen.,Unhoon ne Kamaal aur Ghayas sahibaan k samne badshah salamat ki tarrefain shuru krdeen.,0,0,0,,,,,,
10,mujhe rahat fateh ali khan ke sabhi gaane pasand hair?,mujhe <PER--rahat fateh ali khan> ke sabhi gaane pasand hair?,1,0,0,,,,,,
32,Jis ka in ke zehan par kafi bura asar parha aur agle he saal inho ne taleem ko kher bad keh diya us waqt wo high school ke talib e ilm the,Jis ka in ke zehan par kafi bura asar parha aur agle he saal inho ne taleem ko kher bad keh diya us waqt wo high school ke talib e ilm the,0,0,0,,,,,,
7,lohay ke channe chaba ke thook diye,lohay ke channe chaba ke thook diye,0,0,0,,,,,,
20,Jis mein inhonay Lahore ki shakal badalne ki koshish ki khasosan najaiz tajawizat mein say bay shumar ko khatam kiya,Jis mein inhonay <LOC--Lahore> ki shakal badalne ki koshish ki khasosan najaiz tajawizat mein say bay shumar ko khatam kiya,0,0,1,,,,,,
4,kaha se h ap?,kaha se h ap?,0,0,0,,,,,,
45,"5 baras tak inhe ne 6 films mein kaam kiya, jis se in ke career mein istehkaam to paida hua, lekin us waqt tak inho ne koi aesi film nahi kit hi, jis ki karkardegi ki wajah se in ka shumar superstars mein kiya jata","5 baras tak inhe ne 6 films mein kaam kiya, jis se in ke career mein istehkaam to paida hua, lekin us waqt tak inho ne koi aesi film nahi kit hi, jis ki karkardegi ki wajah se in ka shumar superstars mein kiya jata",0,0,0,,,,,,
17,Ae yaad feroza ha tag tum maham ko karlo .. ye bhi double standard kehlatay hain ¡,Ae yaad <PER--feroza> ha tag tum <PER--maham> ko karlo .. ye bhi double standard kehlatay hain ¡,2,0,0,,,,,,
19,hamarey wazeer e azam aakhari had tak janey ko to tayr hein magar LOC per janey ko tayar nahi,hamarey wazeer e azam aakhari had tak janey ko to tayr hein magar <LOC--LOC> per janey ko tayar nahi,0,0,2,,,,,,
35,Aik zamana tha jaba Squash ka her aham title Pakistan ke pas tha abb bat pahonch chuki hai ke hamare pas sirf do Ashian title hain baqya tamam izazat sey ham mahroom ho chuke hain,Aik zamana tha jaba Squash ka her aham title <LOC--Pakistan> ke pas tha abb bat pahonch chuki hai ke hamare pas sirf do Ashian title hain baqya tamam izazat sey ham mahroom ho chuke hain,0,0,1,,,,,,
14,Dosri taraf Noor khan Miandad ko captaini se hatane ka liye tayar na thay,Dosri taraf <PER--Noor khan> <PER--Miandad> ko captaini se hatane ka liye tayar na thay,2,0,0,,,,,,
31,1st April 1994 ko Bannu mein paida hone wale Pakistan number one Nasir Iqbal apne khandan ke wahid fard hain jo benul qawami satah par Pakistan ki numaindagi kar rahe hain,1st April 1994 ko <LOC--Bannu> mein paida hone wale <LOC--Pakistan> number one <PER--Nasir Iqbal> apne khandan ke wahid fard hain jo benul qawami satah par <LOC--Pakistan> ki numaindagi kar rahe hain,1,0,3,,,,,,
7,Md Shahnoor kabir movie name Ki jano??,Md <PER--Shahnoor> kabir movie name Ki jano??,1,0,0,,,,,,
1,Love,Love,0,0,0,,,,,,
58,ab behtar hai kuch aur na he poochun warna wo tabrlay na to likhay ja saktay hain na sunaaey jo jaanu kharaab mood main farmata hai waysay aaj to rabia nai bhi report card waali nai bhi hari jhandi dikhaai thii par lagta hai ke daadi maan nai jaanu ko aaj kutt ke jaadu ki japhi nai daali,ab behtar hai kuch aur na he poochun warna wo tabrlay na to likhay ja saktay hain na sunaaey jo jaanu kharaab mood main farmata hai waysay aaj to <PER--rabia> nai bhi report card waali nai bhi hari jhandi dikhaai thii par lagta hai ke daadi maan nai jaanu ko aaj kutt ke jaadu ki japhi nai daali,1,0,0,,,,,,
28,lagta ha sab bhonkay hath xaray kar rahay hein k panama se koi tufaan aanay k imkaan nahein tumhari galian beta rehi hein ke tum kitney frustrated hoooo,lagta ha sab bhonkay hath xaray kar rahay hein k panama se koi tufaan aanay k imkaan nahein tumhari galian beta rehi hein ke tum kitney frustrated hoooo,0,0,0,,,,,,
28,"1969 mein unhon ne apni amli zindagi ka aghaz Karachi mein City Bank mein mulazimat se kia, 1975 mein un ki taenati beron e mulik kar di gai","1969 mein unhon ne apni amli zindagi ka aghaz <LOC--Karachi> mein <ORG--City Bank> mein mulazimat se kia, 1975 mein un ki taenati beron e mulik kar di gai",0,1,1,,,,,,
20,arysabirshakir sir ye jo pmln wala hai na sab beghairat hai in se kabhi bhalai ki umeed rakhna bewakoufi hai,arysabirshakir sir ye jo <ORG--pmln> wala hai na sab beghairat hai in se kabhi bhalai ki umeed rakhna bewakoufi hai,0,1,0,,,,,,
15,"tareekh mein jitni bongiyan hamarey wazeer e azam ne maaren, utni kisi ne nahi maaren","tareekh mein jitni bongiyan hamarey wazeer e azam ne maaren, utni kisi ne nahi maaren",0,0,0,,,,,,
11,kashifabbasiary sir vote pti ko para hai amir liaquat ko nhi,kashifabbasiary sir vote <ORG--pti> ko para hai <PER--amir liaquat> ko nhi,1,1,0,,,,,,
13,electionresults2018 guys khan sb ko 5 dinooon mn ek martaba daikha tv pr,electionresults2018 guys <PER--khan sb> ko 5 dinooon mn ek martaba daikha tv pr,1,0,0,,,,,,
13,yarrrr tum tau rehne do tumhara imran khan tau larkion ko nachata hai,yarrrr tum tau rehne do tumhara <PER--imran khan> tau larkion ko nachata hai,1,0,0,,,,,,
12,bht acha raha inshallah ya is sy b zyda acha ho ga,bht acha raha inshallah ya is sy b zyda acha ho ga,0,0,0,,,,,,
10,punjab assembly main kis ki govt hai pmln or pti,<ORG--punjab assembly> main kis ki govt hai <ORG--pmln> or <ORG--pti>,0,3,0,,,,,,
23,"1962 mein Pir Ali Muhammed Rashdi safarti zimmedariyon se mustafee ho kar apne sabqa almi, adbi aur tehqeeqi mashaghil mein masroof ho gaey","1962 mein <PER--Pir Ali Muhammed Rashdi> safarti zimmedariyon se mustafee ho kar apne sabqa almi, adbi aur tehqeeqi mashaghil mein masroof ho gaey",1,0,0,,,,,,
19,or khan ko martin luther se mila kar anchor sahib ne mlk ko qabar me tarpa katwatain dilwa di,or <PER--khan> ko <PER--martin luther> se mila kar anchor sahib ne mlk ko qabar me tarpa katwatain dilwa di,2,0,0,,,,,,
45,Kharab gharelo halaat ke dabao ne Johnny Depp ko shaded taur par mutassir kiya jis ke natije mein sirf 12 baras ki umer mein inhe cigarette noshi ki lutt lag chuki thi jis ke bad wo manshiyat noshi aur self harm ka shikar bhi rahe,Kharab gharelo halaat ke dabao ne <PER--Johnny Depp> ko shaded taur par mutassir kiya jis ke natije mein sirf 12 baras ki umer mein inhe cigarette noshi ki lutt lag chuki thi jis ke bad wo manshiyat noshi aur self harm ka shikar bhi rahe,1,0,0,,,,,,
8,bharat mein musalmaanon ka qatal e aam jaari,<LOC--bharat> mein musalmaanon ka qatal e aam jaari,0,0,1,,,,,,
13,Ye kr kia rhy hain pehly ghazian ko mar dia ab Dr. Fara.,Ye kr kia rhy hain pehly <PER--ghazian> ko mar dia ab Dr. <PER--Fara>.,2,0,0,,,,,,
25,lm sara pakistan taraqi kare ga lekin hmara zilla lakki marwat naqam rahega q k yahan ke logo me gherat nhi he ejaz ahmad pti,lm sara <LOC--pakistan> taraqi kare ga lekin hmara zilla <LOC--lakki marwat> naqam rahega q k yahan ke logo me gherat nhi he <PER--ejaz ahmad> <ORG--pti>,1,1,2,,,,,,
22,awesome aisa hi ho rha hay ye hamaray hi society ki ek talakh haqeeqat hay ek sabaq amoz serial hay . ?,awesome aisa hi ho rha hay ye hamaray hi society ki ek talakh haqeeqat hay ek sabaq amoz serial hay . ?,0,0,0,,,,,,
10,kiya bat hai kuttey? aaj bara dukhi lag raha hai,kiya bat hai kuttey? aaj bara dukhi lag raha hai,0,0,0,,,,,,
7,KSE 100 Index 35390 Pr Pouch Gia,KSE 100 Index 35390 Pr Pouch Gia,0,0,0,,,,,,
18,Hmm soch raha hon k kya naam hoga ab ke bar album ka ( New World Order ),Hmm soch raha hon k kya naam hoga ab ke bar album ka ( New World Order ),0,0,0,,,,,,
25,walekumassalam ji bilkul thik keh rahe hain aap ... allah pak hum sab par rahem farmae ... nagahani musibaton aur aafton se bachae ... aameen,walekumassalam ji bilkul thik keh rahe hain aap ... allah pak hum sab par rahem farmae ... nagahani musibaton aur aafton se bachae ... aameen,0,0,0,,,,,,
16,aj main ap ke liye android ki ek buht umda app ly kar aya hun jo,aj main ap ke liye android ki ek buht umda app ly kar aya hun jo,0,0,0,,,,,,
14,pakistan men amli toor par hakoomyet pti imran ki nahi fojj ki ho gee,<LOC--pakistan> men amli toor par hakoomyet <ORG--pti> <PER--imran> ki nahi fojj ki ho gee,1,1,1,,,,,,
75,27 August 2004 ko hone wale intakhabat mein Shaukat Aziz ke muqabil ARD ke mutafiqa umeedwar Makhdum Javed Hashmi the lekin Hashmi ke production order jari karne se speaker ke inkar par opposition ne intakhabat ka bicote kar deya aur Shaukat Aziz 191 votes hasil kar ke Wazir e Azam muntakhib ho gaye is se ugle roz unhon ne apne uhde ka halaf uthaya aur isi roz assembly se atemad ka vote bhi hasil kiya,27 August 2004 ko hone wale intakhabat mein <PER--Shaukat Aziz> ke muqabil <ORG--ARD> ke mutafiqa umeedwar <PER--Makhdum Javed Hashmi> the lekin <PER--Hashmi> ke production order jari karne se speaker ke inkar par opposition ne intakhabat ka bicote kar deya aur <PER--Shaukat Aziz> 191 votes hasil kar ke Wazir e Azam muntakhib ho gaye is se ugle roz unhon ne apne uhde ka halaf uthaya aur isi roz assembly se atemad ka vote bhi hasil kiya,4,1,0,,,,,,
11,dukh hota hai ik ko bht phely aa jana chaye tha,dukh hota hai <PER--ik> ko bht phely aa jana chaye tha,1,0,0,,,,,,
9,pic mai kya likha hai aur tweet m kya,pic mai kya likha hai aur tweet m kya,0,0,0,,,,,,
11,sheikh faisal1 kis ny kaha 106 py pti jeeti gai hai,<PER--sheikh> faisal1 kis ny kaha 106 py <ORG--pti> jeeti gai hai,1,1,0,,,,,,
14,drama acha lag rha hay .. hope so acha he ho aaghy b ...?,drama acha lag rha hay .. hope so acha he ho aaghy b ...?,0,0,0,,,,,,
15,Aap ne Ayoub Khan ke mashal law ke khilaf bhi sada e haq buland ki,Aap ne <PER--Ayoub Khan> ke mashal law ke khilaf bhi sada e haq buland ki,1,0,0,,,,,,
14,Pakistan Samet Duniya Bhar Me Ajj Dosti Ka Almi Din Manaya Ja Raha Hai,<LOC--Pakistan> Samet Duniya Bhar Me Ajj Dosti Ka Almi Din Manaya Ja Raha Hai,0,0,1,,,,,,
6,mujy to 2no achy laghty hain,mujy to 2no achy laghty hain,0,0,0,,,,,,
14,hazrat sb dua ki request ha k Allah mje olad ki nemat se navaze,hazrat sb dua ki request ha k Allah mje olad ki nemat se navaze,0,0,0,,,,,,
17,"Unhon ne 1973 mein PTV Lahore serise "" jhok siyal"" se shurat ke safar ka aghaz kiya","Unhon ne 1973 mein <ORG--PTV Lahore> serise "" jhok siyal"" se shurat ke safar ka aghaz kiya",0,1,0,,,,,,
10,Mirz Ghalib ki zati zindagi bhi masaib se pur rahi,<PER--Mirz Ghalib> ki zati zindagi bhi masaib se pur rahi,1,0,0,,,,,,
9,Imran Ko 3rd Wkt Girny Ka Kaisa Pata Chala,<PER--Imran> Ko 3rd Wkt Girny Ka Kaisa Pata Chala,1,0,0,,,,,,
21,tmhain captain ki pari hai abhi jo dron attack hua us main 18 paki maray gai un ki koi parwa nai,tmhain captain ki pari hai abhi jo dron attack hua us main 18 paki maray gai un ki koi parwa nai,0,0,0,,,,,,
6,Strtng se story smjh me aegi,Strtng se story smjh me aegi,0,0,0,,,,,,
5,sirf or sirf hona cahy,sirf or sirf hona cahy,0,0,0,,,,,,
10,bhai ismen to nawaz sharif ganja zaleel ho raha hai,bhai ismen to <PER--nawaz sharif> ganja zaleel ho raha hai,1,0,0,,,,,,
13,Yeh one day international cricket ka sab se barha infaradi score bhi tha,Yeh one day international cricket ka sab se barha infaradi score bhi tha,0,0,0,,,,,,
24,ekra j7 ye corrupt leader jitna ek dosre ke qareb aienge awam us se ziyada bharke gi ppp ka jo hal punjab me howa,<PER--ekra> j7 ye corrupt leader jitna ek dosre ke qareb aienge awam us se ziyada bharke gi <ORG--ppp> ka jo hal <LOC--punjab> me howa,1,1,1,,,,,,
9,Gud team gud combination nd lhr will win inshaAllah,Gud team gud combination nd <ORG--lhr> will win inshaAllah,0,1,0,,,,,,
13,kinchi kinchi .............. lolzzzzzzz ...................... mind na kerna dear kafi hansi agayi hahahaha,kinchi kinchi .............. lolzzzzzzz ...................... mind na kerna dear kafi hansi agayi hahahaha,0,0,0,,,,,,
11,ye hai wo kutta jis ne hamary leader per hamla kia,ye hai wo kutta jis ne hamary leader per hamla kia,0,0,0,,,,,,
7,sab ka pasand karne ke lie shukria,sab ka pasand karne ke lie shukria,0,0,0,,,,,,
8,1 crore darakht lagwaye Imran ne kpk mei.,1 crore darakht lagwaye <PER--Imran> ne <LOC--kpk> mei.,1,0,1,,,,,,
30,hi jahan tak zulqairnain ki bat hai us ko phanswaya gaya hai qk wo acha khelta hai hamary apne pakistani nahi chate k hamari team jeete or na jeete gi,hi jahan tak <PER--zulqairnain> ki bat hai us ko phanswaya gaya hai qk wo acha khelta hai hamary apne pakistani nahi chate k hamari team jeete or na jeete gi,1,0,0,,,,,,
12,captain aik bohat zimadar ohda ha younas is ka lya mozoon ha,captain aik bohat zimadar ohda ha <PER--younas> is ka lya mozoon ha,1,0,0,,,,,,
22,mubasherlucman ab awam ko koi fark nai parta in k dramu se ik ba izt leader ki ba izt awam hain ab,<PER--mubasherlucman> ab awam ko koi fark nai parta in k dramu se ik ba izt leader ki ba izt awam hain ab,1,0,0,,,,,,
9,kb aa rha hai yeee main ne nai lena,kb aa rha hai yeee main ne nai lena,0,0,0,,,,,,
12,maham zaini rmshazib amjad khosa to pti mn chla gya hai maham,<PER--maham zaini> rmshazib <PER--amjad khosa> to <ORG--pti> mn chla gya hai <PER--maham>,3,1,0,,,,,,
17,tayab bhi ghulam e rasool hain ik bhi ghulam erasool rub umat ko achy hukmran atta kry,<PER--tayab> bhi ghulam e rasool hain <PER--ik> bhi ghulam erasool rub umat ko achy hukmran atta kry,2,0,0,,,,,,
10,fahimbadar kamalpsp 4 bh nhi bachy gi mqm k pas,<PER--fahimbadar> kamalpsp 4 bh nhi bachy gi <ORG--mqm> k pas,1,1,0,,,,,,
16,Pervez Rasheed Ne Jaan Se Marnay Ki Dhamki Di Kisi Surat Nahi Chorunga Qanooni Notice Bhejengy,<PER--Pervez Rasheed> Ne Jaan Se Marnay Ki Dhamki Di Kisi Surat Nahi Chorunga Qanooni Notice Bhejengy,1,0,0,,,,,,
9,Ik akhri mouqa insan ko sahe raaasra dikhane k,Ik akhri mouqa insan ko sahe raaasra dikhane k,0,0,0,,,,,,
6,maryam Thnx kr dy anti ko,<PER--maryam> Thnx kr dy anti ko,1,0,0,,,,,,
52,pakistan ki ya hakumat chor hai hec khatam kar jahilo ko hakumat ma lana chati hai aur education khatam kar na chati aesi hakumat ko khatam kar dena chaiya aur new hakumat lana chaiya people aur media is ka kilaf hardwoking karey . aur apna pakistan chor hakumat sa pak karay .,<LOC--pakistan> ki ya hakumat chor hai <ORG--hec> khatam kar jahilo ko hakumat ma lana chati hai aur education khatam kar na chati aesi hakumat ko khatam kar dena chaiya aur new hakumat lana chaiya people aur media is ka kilaf hardwoking karey . aur apna <LOC--pakistan> chor hakumat sa pak karay .,0,1,2,,,,,,
11,i agree with you haroon . very good analysis suggestion .,i agree with you <PER--haroon> . very good analysis suggestion .,1,0,0,,,,,,
26,"Is bunyad par bad ke aane wale geographies ne jo tameer ki hai, un mein istakhra al masoodi, al biruni, yaqoot Idrees aur Salam shamil hain","Is bunyad par bad ke aane wale geographies ne jo tameer ki hai, un mein istakhra <PER--al masoodi>, <PER--al biruni>, <PER--yaqoot Idrees> aur <PER--Salam> shamil hain",4,0,0,,,,,,
23,Sindh Govt Ne Rangers Ke Ikhtiarat Mein 30 Din Ki Tausee Ka Notification Jaari Kiya Jis Ki Tauseeq Sindh Assembly Se Karai Jayegi,<ORG--Sindh Govt> Ne Rangers Ke Ikhtiarat Mein 30 Din Ki Tausee Ka Notification Jaari Kiya Jis Ki Tauseeq <ORG--Sindh Assembly> Se Karai Jayegi,0,2,0,,,,,,
36,"baqi bpj party tu waisey hi 2 number logo ki party hai jaisey ke is word bpj hi iska matlab banta hai "" b = burai . p = pecheey part . j = jati hai","baqi <ORG--bpj> party tu waisey hi 2 number logo ki party hai jaisey ke is word <ORG--bpj> hi iska matlab banta hai "" b = burai . p = pecheey part . j = jati hai",0,2,0,,,,,,
4,achi sharing hai bhai,achi sharing hai bhai,0,0,0,,,,,,
12,kahan hai wo awam jo kehti thi mqm sath nahi aye gi,kahan hai wo awam jo kehti thi <ORG--mqm> sath nahi aye gi,0,1,0,,,,,,
3,Boht he achaaaa..,Boht he achaaaa..,0,0,0,,,,,,
1,Jeo.hazrou.sal.minas.bahi,Jeo.hazrou.sal.<PER--minas>.bahi,1,0,0,,,,,,
11,iss ka koi asar nai hona chaye kisi pe b nai,iss ka koi asar nai hona chaye kisi pe b nai,0,0,0,,,,,,
5,bhtt aala mobile hai ..,bhtt aala mobile hai ..,0,0,0,,,,,,
58,jesa maine socha tha yeh mask mjhe wesa nahi laga.. Yeh bohat hi liquid form me hain kafi patla b hai lagate lagate dry hona shru hojata hai isliye thick layer lagana sahi rehta hai lekin phir b yeh saray blackheads ko nahi nikal pata bs kuch dair k liye face ko oil free and clean kardeta hai,jesa maine socha tha yeh mask mjhe wesa nahi laga.. Yeh bohat hi liquid form me hain kafi patla b hai lagate lagate dry hona shru hojata hai isliye thick layer lagana sahi rehta hai lekin phir b yeh saray blackheads ko nahi nikal pata bs kuch dair k liye face ko oil free and clean kardeta hai,0,0,0,,,,,,
9,Hashim ko bachpen se hi Squash se dilchaspi thi,<PER--Hashim> ko bachpen se hi Squash se dilchaspi thi,1,0,0,,,,,,
15,Ya b bta do jota chupai ktni mili apko ..akhir bhn di tmny apni unhy,Ya b bta do jota chupai ktni mili apko ..akhir bhn di tmny apni unhy,0,0,0,,,,,,
10,Embroidery ki puri ek side se dhage nikle huay hain.,Embroidery ki puri ek side se dhage nikle huay hain.,0,0,0,,,,,,
21,aisa mat bolo abhi to worldcup chal raha hy na islie nhi arhey jb pak ayenge to zaror onn ayenge lala,aisa mat bolo abhi to worldcup chal raha hy na islie nhi arhey jb <LOC--pak> ayenge to zaror onn ayenge <PER--lala>,1,0,1,,,,,,
20,allah bs allah amjad sabri or junaid jamshed rip ameen your voice mashallah dil main lagti thi ufffff allah karam???????????????,allah bs allah <PER--amjad sabri> or <PER--junaid jamshed> rip ameen your voice mashallah dil main lagti thi ufffff allah karam???????????????,2,0,0,,,,,,
16,main to ye kahon gi ke khawateen khilariyon ke leye aik khas kota makhsos hona chaheye,main to ye kahon gi ke khawateen khilariyon ke leye aik khas kota makhsos hona chaheye,0,0,0,,,,,,
9,Aja Aja...jLdi se..Delhi ki sadko pe..fir se awaaragardi krenge,Aja Aja...jLdi se..<LOC--Delhi> ki sadko pe..fir se awaaragardi krenge,0,0,1,,,,,,
17,Haji Sahib ne Sarhad bhar mein 72 Madrase qaim keya jo unki tehreek jehad ke marakez they,<PER--Haji Sahib> ne Sarhad bhar mein 72 Madrase qaim keya jo unki tehreek jehad ke marakez they,1,0,0,,,,,,
12,4 bhai aur 6 behno wale gharane mein sab se chote hain,4 bhai aur 6 behno wale gharane mein sab se chote hain,0,0,0,,,,,,
16,"Pskistani jawano, lagatay raho imran khan k doz. aik din number one per aa jAo gay","Pskistani jawano, lagatay raho <PER--imran khan> k doz. aik din number one per aa jAo gay",1,0,0,,,,,,
4,tumhen sirf pyar chahiye,tumhen sirf pyar chahiye,0,0,0,,,,,,
9,121 pmln 101622 pti 71308 ind 29301 tlp 20930,121 <ORG--pmln> 101622 <ORG--pti> 71308 ind 29301 <ORG--tlp> 20930,0,3,0,,,,,,
12,niyazee26 yar ye to bra kaam hy agr pmln kar jay to,niyazee26 yar ye to bra kaam hy agr <ORG--pmln> kar jay to,0,1,0,,,,,,
325,fatima g mera point sirf ye ha ka what we want ? kya hum ye dekhna chahty hain k mehmood ki asliyat samny aaey ya hum ye chahty hain k pareesa aur armaan 1 7 rahen bina logon ki baten suny aur sub kuch bhula kar ? bcz i think k ye 2no kaam 1 7 ni ho sakty aur agr wo ye dikha b den k ho sakty hain k hero kahy k mjy koi farq ni parta k dunya jo mrzi kahy to wo realistic ni hoga ... itna asaan kaam ni ha is dunya mein rehna jis ko ye pata ho k baap ne rape kiya aur lrki ne us k bety se shaadi kar li ... aur rahi baat k armaan apni b . v ko disrespect kar raha ha i don ' t feel this way bcz us ne ye baaten sirf apny baap se kahen aur wo chahta tha k uska baap khud tempt ho kar iqrar kary apny gunah ka bcz armaan ko pata chal raha tha k mehmood chahta ha k wo apny baap k gunah par parda daaly ... aur wo dialogues jo us ny boly pareesa k leye wo disgusting to thy but kya wo technically galt thy ? ye kehna mushkil ha ..... aur zyada log sirf pareesa ko victim samaj rahy hain but for me pareesa se zyada bara victim armaan ha bcz mujrim uska baap ha aur jis k 7 zyadti hui wo uski bv ha ... plus it is not easy k apny baap ko poori dunya k samny apny haathon se zaleel kiya jaey koi aur kary to kar dy but armaan k leye ye karna buht mushkil ha is leye wo decide ni kar paa raha ... yes hum chahty hain k mehmood ka anjaam bura ho aur awareness phely logon mein but i don ' t think k ye story awareness phelany k leye bnai gai ha ...,<PER--fatima> g mera point sirf ye ha ka what we want ? kya hum ye dekhna chahty hain k <PER--mehmood> ki asliyat samny aaey ya hum ye chahty hain k <PER--pareesa> aur <PER--armaan> 1 7 rahen bina logon ki baten suny aur sub kuch bhula kar ? bcz i think k ye 2no kaam 1 7 ni ho sakty aur agr wo ye dikha b den k ho sakty hain k hero kahy k mjy koi farq ni parta k dunya jo mrzi kahy to wo realistic ni hoga ... itna asaan kaam ni ha is dunya mein rehna jis ko ye pata ho k baap ne rape kiya aur lrki ne us k bety se shaadi kar li ... aur rahi baat k <PER--armaan> apni b . v ko disrespect kar raha ha i don ' t feel this way bcz us ne ye baaten sirf apny baap se kahen aur wo chahta tha k uska baap khud tempt ho kar iqrar kary apny gunah ka bcz <PER--armaan> ko pata chal raha tha k <PER--mehmood> chahta ha k wo apny baap k gunah par parda daaly ... aur wo dialogues jo us ny boly <PER--pareesa> k leye wo disgusting to thy but kya wo technically galt thy ? ye kehna mushkil ha ..... aur zyada log sirf <PER--pareesa> ko victim samaj rahy hain but for me <PER--pareesa> se zyada bara victim <PER--armaan> ha bcz mujrim uska baap ha aur jis k 7 zyadti hui wo uski bv ha ... plus it is not easy k apny baap ko poori dunya k samny apny haathon se zaleel kiya jaey koi aur kary to kar dy but <PER--armaan> k leye ye karna buht mushkil ha is leye wo decide ni kar paa raha ... yes hum chahty hain k <PER--mehmood> ka anjaam bura ho aur awareness phely logon mein but i don ' t think k ye story awareness phelany k leye bnai gai ha ...,13,0,0,,,,,,
21,General Raheel Sharif ne Government College Lahore aur Pakistan Military Academy se taleem pai jahan unhon ne 54th course pass kiya,General <PER--Raheel Sharif> ne <ORG--Government College Lahore> aur <ORG--Pakistan Military Academy> se taleem pai jahan unhon ne 54th course pass kiya,1,2,0,,,,,,
9,Hazaro dilo ko Rah e Haq p lany waly,Hazaro dilo ko Rah e Haq p lany waly,0,0,0,,,,,,
6,Ya ALLAH Madad farma Behan ki,Ya ALLAH Madad farma Behan ki,0,0,0,,,,,,
5,Ap Allah k wali hain,Ap Allah k wali hain,0,0,0,,,,,,
23,wo pochna hai k dollar 10 rupay la lab ho ga afia sodique kab ayi ge wapas kalbhoshan ko phansi ho ge nahi,wo pochna hai k dollar 10 rupay la lab ho ga <PER--afia sodique> kab ayi ge wapas <PER--kalbhoshan> ko phansi ho ge nahi,2,0,0,,,,,,
51,September 1948 se March 1954 suba e Mashraqi Pakistan ( Bangladesh) key wazir-e-Ala rahay yani chay sal tek iss ohday per faiz rahay 1960 mein Aqwam e Motahda key iqtesadi aur samaji council key ijlas mein Pakistan ki numaendagi ki 9 March 1964 ko National Demo Critic Front key chairman baney,September 1948 se March 1954 suba e Mashraqi Pakistan ( <LOC--Bangladesh>) key wazir-e-Ala rahay yani chay sal tek iss ohday per faiz rahay 1960 mein <ORG--Aqwam e Motahda> key iqtesadi aur samaji council key ijlas mein <LOC--Pakistan> ki numaendagi ki 9 March 1964 ko <ORG--National Demo Critic Front> key chairman baney,0,2,2,,,,,,
5,kia bat ha . ?,kia bat ha . ?,0,0,0,,,,,,
3,nahi abi kahan,nahi abi kahan,0,0,0,,,,,,
12,1970 mein app city college mein inter science kay talib ilm thay,1970 mein app <LOC--city college> mein inter science kay talib ilm thay,0,0,1,,,,,,
11,Hanif Muhammad ne akhiri test Intikhab Alam ki qayadat mein khela,<PER--Hanif Muhammad> ne akhiri test <PER--Intikhab Alam> ki qayadat mein khela,2,0,0,,,,,,
14,"Log mujhe pehchantehain, meri janib dekh kar muskurate hain aur hath bhi hilate hain","Log mujhe pehchantehain, meri janib dekh kar muskurate hain aur hath bhi hilate hain",0,0,0,,,,,,
42,insha allah nawaz shareef jeetay ga aj ppp ki firdos ashiq awan ne pti imran khan k umedwar k haq me dastbardar ho gai khudara ab to awam ko samajh jana chahiye k pti aur ppp donu andar se eak hi hain,insha allah <PER--nawaz shareef> jeetay ga aj <ORG--ppp> ki <PER--firdos ashiq awan> ne <ORG--pti> <PER--imran khan> k umedwar k haq me dastbardar ho gai khudara ab to awam ko samajh jana chahiye k <ORG--pti> aur <ORG--ppp> donu andar se eak hi hain,3,4,0,,,,,,
7,December 1954 mein wazeer e qanoon bane,December 1954 mein wazeer e qanoon bane,0,0,0,,,,,,
38,election ky result anay say pahlay yeh tweet ki thi hm khud daikh rahay hain pmlnnky sath kya kiya ja raha hay agar aj 98 seat hoti tou pmln ajj bohat achi position mein hoti govenment bnanay mein,election ky result anay say pahlay yeh tweet ki thi hm khud daikh rahay hain <ORG--pmln>nky sath kya kiya ja raha hay agar aj 98 seat hoti tou <ORG--pmln> ajj bohat achi position mein hoti govenment bnanay mein,0,2,0,,,,,,
9,kashmir per bharti tasllut ka suraj doobney wala hai,<PER--kashmir> per bharti tasllut ka suraj doobney wala hai,1,0,0,,,,,,
7,one thnks frm side 2 ur parents,one thnks frm side 2 ur parents,0,0,0,,,,,,
12,24 Kart Pr Tola 45100 Rupe Ka Hogia Mazeed Kami Ka Imakan,24 Kart Pr Tola 45100 Rupe Ka Hogia Mazeed Kami Ka Imakan,0,0,0,,,,,,
11,BeShak Allah 70 maaon sy ziada pyaar farmaty hain. Sabr kijeye,BeShak Allah 70 maaon sy ziada pyaar farmaty hain. Sabr kijeye,0,0,0,,,,,,
13,"Ye kitab bhi matnaza their, ab tak is par behas ho rahi hai","Ye kitab bhi matnaza their, ab tak is par behas ho rahi hai",0,0,0,,,,,,
