Tokens,Sentences,Tagged,PER_COUNT,ORG_COUNT,LOC_COUNT,
30,"Sinha ke mutabiq jo Civil Society ittehaad Right To Foof Network se wabsta hain, Lakhoun Bashmole bachoun aur tarkin watan mazdoroun ko bhi is Scheme se kharij kiya gaya hai.","<PER--Sinha> ke mutabiq jo Civil Society ittehaad Right To Foof Network se wabsta hain, Lakhoun Bashmole bachoun aur tarkin watan mazdoroun ko bhi is Scheme se kharij kiya gaya hai.",1,0,0,
29,"University ke is bayan par ke police baghair ijazat ke andar daakhil ho, Police ne kaha ke aman-o-amaan bar-qarar rakhnay ke liye kisi ki ijazat ki zaroorat nahi hai.","University ke is bayan par ke police baghair ijazat ke andar daakhil ho, Police ne kaha ke aman-o-amaan bar-qarar rakhnay ke liye kisi ki ijazat ki zaroorat nahi hai.",0,0,0,
12,Bohat se loog vaqtan foqtan Mahatma Gandhi par sawal uthatay rahay hain.,Bohat se loog vaqtan foqtan <PER--Mahatma Gandhi> par sawal uthatay rahay hain.,1,0,0,
48,August mein Israel aur Lebanon ke darmiyan kasheedgi is waqt badh gayi thi jab Israel ne bairout ke qareeb Iran himayat Yafta hizab ullah ki muhim se mutaliq daftar par drone hamla kiya aur sath hi is ne mashriqi Lebanon mein waqay Falasteeni thikanon par bhi hamlay kiye.,August mein <LOC--Israel> aur <LOC--Lebanon> ke darmiyan kasheedgi is waqt badh gayi thi jab <LOC--Israel> ne <LOC--bairout> ke qareeb <LOC--Iran> himayat Yafta <PER--hizab ullah> ki muhim se mutaliq daftar par drone hamla kiya aur sath hi is ne <LOC--mashriqi Lebanon> mein waqay Falasteeni thikanon par bhi hamlay kiye.,1,0,6,
11,Saudi mein khangi schools ke Principal ko bar taraf ka faisla,<LOC--Saudi> mein khangi schools ke Principal ko bar taraf ka faisla,0,0,1,
21,Khatati urdu tahazeeb wo Saqafat ka ek nihayat ahem juzu honay ke sath sath hamaray islaaf ka qeemti versa bhi hai.,Khatati urdu tahazeeb wo Saqafat ka ek nihayat ahem juzu honay ke sath sath hamaray islaaf ka qeemti versa bhi hai.,0,0,0,
8,Hukmaran jamaat makhasemat ki karwai kar rahi hai.,Hukmaran jamaat makhasemat ki karwai kar rahi hai.,0,0,0,
27,Is se pehlay 18 Feb ku Karnataka Assembly ke Speaker Vishweshwar Hegde Kageri ne Assembly mein sahafioun ke dakhlay par pabandi laganay ka aalamia jari kiya tha.,Is se pehlay 18 Feb ku <LOC--Karnataka Assembly> ke Speaker <PER--Vishweshwar Hegde Kageri> ne Assembly mein sahafioun ke dakhlay par pabandi laganay ka aalamia jari kiya tha.,1,0,1,
34,Asian Cup ke difai Champion Qatar nay 2027 Asian Cup ki maizbani ke liye apni sarkari boli jama karwai aur hukkaam ne umeed zahir ki ke wo teesri martaba Tournament ki maizbani karen ge.,Asian Cup ke difai Champion <LOC--Qatar> nay 2027 Asian Cup ki maizbani ke liye apni sarkari boli jama karwai aur hukkaam ne umeed zahir ki ke wo teesri martaba Tournament ki maizbani karen ge.,0,0,1,
63,"Is report ke mutabiq duniya ke 122 intehai maqrooz mumalik  ko is waqt jin halaat ka saamna hai, un mein se ziyada tar masail ki wajah aalmi bank, bain ul aqwami maliyati fund ya IMF aur Europi taraqiyati fund jaisay idaron ki taraf se diye jany walay woh qarzay hain, jo aaj bhi riwayati tareeqa car aur sharait ke tehat diye jatay hain.","Is report ke mutabiq duniya ke 122 intehai maqrooz mumalik  ko is waqt jin halaat ka saamna hai, un mein se ziyada tar masail ki wajah <ORG--aalmi bank>, <ORG--bain ul aqwami maliyati fund> ya <ORG--IMF> aur <ORG--Europi taraqiyati fund> jaisay idaron ki taraf se diye jany walay woh qarzay hain, jo aaj bhi riwayati tareeqa car aur sharait ke tehat diye jatay hain.",0,4,0,
38,Jamwal ne media ke sath Abdul Samad ki salahiyaton par izhaar khayaal karte hue kaha Cricketer Abdul Samad ek All Rounder khiladi hain aur Cricket ke tamam format mein aaj kal All Rounders ki hi ziyada zaroorat hai.,<PER--Jamwal> ne media ke sath <PER--Abdul Samad> ki salahiyaton par izhaar khayaal karte hue kaha Cricketer <PER--Abdul Samad> ek All Rounder khiladi hain aur Cricket ke tamam format mein aaj kal All Rounders ki hi ziyada zaroorat hai.,3,0,0,
25,Hukkaam ke mutabiq mulk mein Coronavirus ke 3 hazaar 729 tasdeeq shuda mamlaat hain jabkay 88 afraad ab tak jaan ki baazi haar chuke hain.,Hukkaam ke mutabiq mulk mein Coronavirus ke 3 hazaar 729 tasdeeq shuda mamlaat hain jabkay 88 afraad ab tak jaan ki baazi haar chuke hain.,0,0,0,
60,"pols commissionaire Mike Bush ne kaha ke hum, New Zealand ke sabhi bashindoun ko yeh yaqeen dilana chahtay hain ke is hamla ka jawab denay ke liye hum poori taaqat laga rahay hain .mulzim Tarrant jummay ko Al-Noor Masjid aur lain wood ovinyou masjid mein goli baari ke silsila mein girftar kiye gaye teen logon mein se aik hai .","pols commissionaire <PER--Mike Bush> ne kaha ke hum, <LOC--New Zealand> ke sabhi bashindoun ko yeh yaqeen dilana chahtay hain ke is hamla ka jawab denay ke liye hum poori taaqat laga rahay hain .mulzim <PER--Tarrant> jummay ko <LOC--Al-Noor Masjid> aur <LOC--lain wood ovinyou masjid> mein goli baari ke silsila mein girftar kiye gaye teen logon mein se aik hai .",2,0,3,
21,Misri shehri ne police mein bayan darj karate hue kaha ke mulzim ka jazbati talluq ek khatoon se ho gaya tha.,Misri shehri ne police mein bayan darj karate hue kaha ke mulzim ka jazbati talluq ek khatoon se ho gaya tha.,0,0,0,
10,Hyderabad Metro Rail ki khidmaat nisf ghanta tak rahein mutasir,<ORG--Hyderabad Metro> Rail ki khidmaat nisf ghanta tak rahein mutasir,0,1,0,
41,imthehaan shuru honay ke theek pehlay hamaray control room se hi paas word diya jayega jis se sawal nama ka pata chal sakayga aur is ki online Monitoring bhi hogi taakay kahin koi iska ghalat istemaal to nahi kar raha hai.,imthehaan shuru honay ke theek pehlay hamaray control room se hi paas word diya jayega jis se sawal nama ka pata chal sakayga aur is ki online Monitoring bhi hogi taakay kahin koi iska ghalat istemaal to nahi kar raha hai.,0,0,0,
4,yeh Vidar nahi hai.,yeh <LOC--Vidar> nahi hai.,0,0,1,
31,Dilchasp haqeeqat yeh bhi hai ke Sub Inspector ki jaedad ke liye darkhwast dainay walon ki 90 feesad tadaad Information Technology aur Communication ke shobay se taleem mukammal kar chuki hain.,Dilchasp haqeeqat yeh bhi hai ke Sub Inspector ki jaedad ke liye darkhwast dainay walon ki 90 feesad tadaad Information Technology aur Communication ke shobay se taleem mukammal kar chuki hain.,0,0,0,
45,"Aam tor par Belly Dance ko fehash Dance qarar diya jata hai, Taham Arab loog aur khaas tor par Misri loog is Dance ko apni Saqafat ka hissa qarar dete rahay hin liken ab isi tarz ki Dancer ko qaid ki saza sunai gayi hai.","Aam tor par Belly Dance ko fehash Dance qarar diya jata hai, Taham Arab loog aur khaas tor par Misri loog is Dance ko apni Saqafat ka hissa qarar dete rahay hin liken ab isi tarz ki Dancer ko qaid ki saza sunai gayi hai.",0,0,0,
43,Guzashta 15 dinon ke douran Telangana aur Karnataka mein hui musalsal barish ke asraat daryaaon par banaye gaye Dams par bhi dikhayi day rahay hain jaissa ke guzashta 10 baras ke douran pehli martaba Nagerjuna Sager ke tamam 26 darwazay khol diye gaye.,Guzashta 15 dinon ke douran <LOC--Telangana> aur <LOC--Karnataka> mein hui musalsal barish ke asraat daryaaon par banaye gaye Dams par bhi dikhayi day rahay hain jaissa ke guzashta 10 baras ke douran pehli martaba <LOC--Nagerjuna Sager> ke tamam 26 darwazay khol diye gaye.,0,0,3,
29,Khan lateef Khan Estate ki imarat ke 5 manzil may aag bhadak uthne ki ittila hai aur kuch hi der May  aag poore floor ko lapet may le liya.,<ORG--Khan lateef Khan Estate> ki imarat ke 5 manzil may aag bhadak uthne ki ittila hai aur kuch hi der May  aag poore floor ko lapet may le liya.,0,1,0,
28,Talba ke mabain jismani faasla barqarar rakhnay ke liye 2 talba ke riwayati tarz e amal ke bar aks sirf ek bench tarz mein allot kiya jaye ga.,Talba ke mabain jismani faasla barqarar rakhnay ke liye 2 talba ke riwayati tarz e amal ke bar aks sirf ek bench tarz mein allot kiya jaye ga.,0,0,0,
50,Israel ki dakhli salamti ki zimmadaar agency Shin Bet ney somwaar ko aik bayan mein kaha hai ke 62 sala Segef ke khilaaf jummay ko jung ke zamana mein dushman ko maloomat faraham karne aur ryast e Israel ke khilaaf jasoosi ke ilzaam mein fard e jurm Aayed kiya gaya.,<LOC--Israel> ki dakhli salamti ki zimmadaar agency <ORG--Shin Bet> ney somwaar ko aik bayan mein kaha hai ke 62 sala <PER--Segef> ke khilaaf jummay ko jung ke zamana mein dushman ko maloomat faraham karne aur <LOC--ryast e Israel> ke khilaaf jasoosi ke ilzaam mein fard e jurm Aayed kiya gaya.,1,1,2,
9,"Ccoronavirus ki dawa, America aur Germany mein sard jung","Ccoronavirus ki dawa, <LOC--America> aur <LOC--Germany> mein sard jung",0,0,2,
37,Uyghurs par barhatay huve dabao ne 2009 ki baghaawat ka baais bana jis may 400 se ziyada afraad maaray gaye they 1989 may Tiyan may square ke baad China may sab se khonriz bad-amni dekhnay may aayi.,Uyghurs par barhatay huve dabao ne 2009 ki baghaawat ka baais bana jis may 400 se ziyada afraad maaray gaye they 1989 may <LOC--Tiyan may square> ke baad <LOC--China> may sab se khonriz bad-amni dekhnay may aayi.,0,0,2,
15,Finance Ministry Ghazi Wazni ke qareebi zaraye ke mutabiq wo bhi mustafi honay walay they.,Finance Ministry <PER--Ghazi Wazni> ke qareebi zaraye ke mutabiq wo bhi mustafi honay walay they.,1,0,0,
8,Dosray ilaqoun mein Khairtabad mein GHMC ne 118.,Dosray ilaqoun mein <LOC--Khairtabad> mein <ORG--GHMC> ne 118.,0,1,1,
23,Is ke baad hujhoom ne ye soch kar thaanay ko nishana banaya ke police ne mulzim ko wahan hirasat mein le rakha hai.,Is ke baad hujhoom ne ye soch kar thaanay ko nishana banaya ke police ne mulzim ko wahan hirasat mein le rakha hai.,0,0,0,
13,Mein abhi bohat khush hon aur hum aglay match ke liye tayyar hain.,Mein abhi bohat khush hon aur hum aglay match ke liye tayyar hain.,0,0,0,
22,Is ka taqaza hai ke Kuwait awam aur tarikeen watan ki salamti aur un ki sahet ki khatir thos iqdamaat kiye jayen.,Is ka taqaza hai ke <LOC--Kuwait> awam aur tarikeen watan ki salamti aur un ki sahet ki khatir thos iqdamaat kiye jayen.,0,0,1,
11,"Andhra mein Bus khayi mein girnay se 7 afraad halaak,13 zakhmi","<LOC--Andhra> mein Bus khayi mein girnay se 7 afraad halaak,13 zakhmi",0,0,1,
8,"Ayan Ali ki medical report mustard, warrant jari","<PER--Ayan Ali> ki medical report mustard, warrant jari",1,0,0,
13,Muzahireen neh yahan Dilworth Plaza ke nazdeek jama ho kar naaray baazi ki.,Muzahireen neh yahan <LOC--Dilworth Plaza> ke nazdeek jama ho kar naaray baazi ki.,0,0,1,
40,unhon ne mazeed kaha ke wo iske baarey mein zilai SP ko maktoob likhinge aur mutalba karenge jis waqt awam ohdedaroun se milnay atay hai kam az kam un auqaat may police ke zareye inhen tahaffuz faraham kiya jana chahiye.,unhon ne mazeed kaha ke wo iske baarey mein zilai SP ko maktoob likhinge aur mutalba karenge jis waqt awam ohdedaroun se milnay atay hai kam az kam un auqaat may police ke zareye inhen tahaffuz faraham kiya jana chahiye.,0,0,0,
18,Reyasti Election commission (SEC ne 9 Municipal Corporation aur 120 baldeati idaroun ke votoun ki ginti shuru ki.,Reyasti <ORG--Election commission> (SEC ne 9 Municipal Corporation aur 120 baldeati idaroun ke votoun ki ginti shuru ki.,0,1,0,
36,Germany mein zair taleem bairooni taalib ilmoun ke liye Degree haasil karne ke baad mulazimat karna to pehlay bhi aassan tha lekin ab un ke liye Visa Type tabdeel karwana mazeed aassan bana diya gaya hai.,<LOC--Germany> mein zair taleem bairooni taalib ilmoun ke liye Degree haasil karne ke baad mulazimat karna to pehlay bhi aassan tha lekin ab un ke liye Visa Type tabdeel karwana mazeed aassan bana diya gaya hai.,0,0,1,
37,"Cheif justice ne mazeed kaha ke hukoomat kochahye un ke ghrki regulation nahi hai to jurmana ada karkay kralin, Imran Khan ko apni properly rigolrayz karana hogi, sab se pehlay Imran Khan ko fees dena hogi .","Cheif justice ne mazeed kaha ke hukoomat kochahye un ke ghrki regulation nahi hai to jurmana ada karkay kralin, <PER--Imran Khan> ko apni properly rigolrayz karana hogi, sab se pehlay <PER--Imran Khan> ko fees dena hogi .",2,0,0,
13,Media ke mutabiq ye numayesh apni noiyat ki pehli munfarid aur mukammal hogi.,Media ke mutabiq ye numayesh apni noiyat ki pehli munfarid aur mukammal hogi.,0,0,0,
20,All India Majlis-e-Ittehadul Muslimeen ke sadar o rukan parliament Hyderabad Asaduddin Owaisi ne mangal ke roz wazeer Aala Telangana K.,<ORG--All India Majlis-e-Ittehadul Muslimeen> ke sadar o rukan parliament <LOC--Hyderabad> <PER--Asaduddin Owaisi> ne mangal ke roz wazeer Aala <LOC--Telangana> K.,1,1,2,
44,"Bhartia Janta Party ( BJP ) aur Rashtriya Swayamsevak Sangh ( RSS ) par mulk ko taqseem karne ka ilzaam aed karte hue, Bahujan Vanchit Aghadi ke sadar Prakash Ambedkar ne jumaraat ko margazi wazeer e dakhla Amit Shah se istifa ka mutalba kiya.","<ORG--Bhartia Janta Party> ( <ORG--BJP> ) aur <ORG--Rashtriya Swayamsevak Sangh> ( <ORG--RSS> ) par mulk ko taqseem karne ka ilzaam aed karte hue, <ORG--Bahujan Vanchit Aghadi> ke sadar <PER--Prakash Ambedkar> ne jumaraat ko margazi wazeer e dakhla <PER--Amit Shah> se istifa ka mutalba kiya.",2,5,0,
23,Aap ne 10-11 baras ki Umar mein shair goi ka aaghaz kiya aur molvi abdul wahed ki tajweez par azad Tahalus pasand kiya.,Aap ne 10-11 baras ki Umar mein shair goi ka aaghaz kiya aur molvi <PER--abdul wahed> ki tajweez par azad Tahalus pasand kiya.,1,0,0,
13,Mayawati ne CAA ki himayat karne par party ki rukan-e-assembly ko mo-attal kardiya,<PER--Mayawati> ne CAA ki himayat karne par party ki rukan-e-assembly ko mo-attal kardiya,1,0,0,
27,Ameer Kuwait Sheikh Sabah Al-Ahmad Al-Jaber Al-Sabah ne Sheikh  Sabah Al-Khalid Al-Sabah ki qayadat mein Kuwait ki nai hukoomat ke taqarrur ka Shahi farmaan jari kiya hai.,Ameer Kuwait <PER--Sheikh Sabah Al-Ahmad Al-Jaber Al-Sabah> ne <PER--Sheikh  Sabah Al-Khalid Al-Sabah> ki qayadat mein <LOC--Kuwait> ki nai hukoomat ke taqarrur ka Shahi farmaan jari kiya hai.,2,0,1,
23,Kanpur : Uttar pradesh ke Kanpur shehar mein ek 13 sala ladki ne  mubaiyana tor per ijetmayi ismat rezi ke baad khudkushi karli.,<LOC--Kanpur> : <LOC--Uttar pradesh> ke <LOC--Kanpur> shehar mein ek 13 sala ladki ne  mubaiyana tor per ijetmayi ismat rezi ke baad khudkushi karli.,0,0,3,
44,is mulk ki haalat itni kharab aur wahan maali wasail ki itni kami hai ke March ke wast mein anay walay ek tabah kin tufaan ke baad se wahan qareeb do million mutasirah insanon ki koi qabil zikar madad nahi ki ja saki .,is mulk ki haalat itni kharab aur wahan maali wasail ki itni kami hai ke March ke wast mein anay walay ek tabah kin tufaan ke baad se wahan qareeb do million mutasirah insanon ki koi qabil zikar madad nahi ki ja saki .,0,0,0,
20,is terhan American mard wo khawateen ke paas duniya mein paye janay walay niji hathyaaron ka 46 feesad se hai.,is terhan American mard wo khawateen ke paas duniya mein paye janay walay niji hathyaaron ka 46 feesad se hai.,0,0,0,
33,Wazeh rahay mukhtalif shobo mein Saudization ke qanoon par amal daraamad ke liye qawaneen muratab kiye jarahay hain jin ka bunyadi maqsad ziyada se ziyada saudion ko rozgaar ke mawaqay faraham kiye jayen.,Wazeh rahay mukhtalif shobo mein Saudization ke qanoon par amal daraamad ke liye qawaneen muratab kiye jarahay hain jin ka bunyadi maqsad ziyada se ziyada saudion ko rozgaar ke mawaqay faraham kiye jayen.,0,0,0,
21,amarat bhi visa ranking mein taizi se oopar barh raha hai aur is ranking mein amarat ka number 23 waan hai.,<LOC--amarat> bhi visa ranking mein taizi se oopar barh raha hai aur is ranking mein <LOC--amarat> ka number 23 waan hai.,0,0,2,
37,Khayaal rahay ke Libya ke mashriqi ilaqay ki parliament ke Speaker Aguila Saleh ne bhi GNA ki janib se jung bandi ke elaan ka khair muqaddam kiya gaya tha halaank Aguila Saleh khalifa Haftar ke haami hain.,Khayaal rahay ke <LOC--Libya> ke mashriqi ilaqay ki <ORG--parliament> ke Speaker <PER--Aguila Saleh> ne bhi <ORG--GNA> ki janib se jung bandi ke elaan ka khair muqaddam kiya gaya tha halaank <PER--Aguila Saleh> <PER--khalifa Haftar> ke haami hain.,3,2,1,
30,Wazeer e Dakhila ne apne tweet mein kaha ”Aik ladki ko aik naujawan ki janib se buri terha zado kob karne ke video ke baaray mein mujhe ilm huwa hai.,Wazeer e Dakhila ne apne tweet mein kaha ”Aik ladki ko aik naujawan ki janib se buri terha zado kob karne ke video ke baaray mein mujhe ilm huwa hai.,0,0,0,
20,Punjab National Bank ke sabiq Non Working Chairman Sunil Mehta ko Bank ka Non Working Chairman muqarrar kiya gaya hai.,<ORG--Punjab National Bank> ke sabiq Non Working Chairman <PER--Sunil Mehta> ko Bank ka Non Working Chairman muqarrar kiya gaya hai.,1,1,0,
15,Kiya wo mujh jaisay logoun ke sath honay wali masharti na insafi par nahi bolainge.,Kiya wo mujh jaisay logoun ke sath honay wali masharti na insafi par nahi bolainge.,0,0,0,
19,Khtiabi muqablay mein England ki jarehana batting aur New Zealand ki jarehana bowling ke darmiyan asal takrao mutawaqo hai.,Khtiabi muqablay mein <LOC--England> ki jarehana batting aur <LOC--New Zealand> ki jarehana bowling ke darmiyan asal takrao mutawaqo hai.,0,0,2,
34,Is ke alawa Europe Union ke baher se anay walay ghair mulkioun ke liye Germany mein mustaqil rahaish ka baqaida ijazat nama aindah 5 ke bajaye 4 saal mein hi mil jaya kere ga.,Is ke alawa <ORG--Europe Union> ke baher se anay walay ghair mulkioun ke liye <LOC--Germany> mein mustaqil rahaish ka baqaida ijazat nama aindah 5 ke bajaye 4 saal mein hi mil jaya kere ga.,0,1,1,
16,"Is muamlay mein Mukesh, Vinay Sharma, Mukesh Singh  aur Pawan Gupta ko phansi di jani hai.","Is muamlay mein <LOC--Mukesh>, <LOC--Vinay Sharma>, <LOC--Mukesh Singh>  aur <LOC--Pawan Gupta> ko phansi di jani hai.",0,0,4,
8,Goshamahal ke ilaqay mein do manzila imarat munhadim,<LOC--Goshamahal> ke ilaqay mein do manzila imarat munhadim,0,0,1,
29,Doosri tarmeem mein tameel report pesh karne ke waqt mein narmi barti gayi hai is se companiyon ko aasani se un ki khamioun ko chupaney mein madad millti hai.,Doosri tarmeem mein tameel report pesh karne ke waqt mein narmi barti gayi hai is se companiyon ko aasani se un ki khamioun ko chupaney mein madad millti hai.,0,0,0,
14,Kohli ne number 4 par aakhri martaba bada score November 2014 mein banea tha.,<PER--Kohli> ne number 4 par aakhri martaba bada score November 2014 mein banea tha.,1,0,0,
16,Pooch gach par police ko pata chala ke Nagendra Shaadi karne mein dilchaspi nahi rakhta tha.,Pooch gach par police ko pata chala ke <PER--Nagendra> Shaadi karne mein dilchaspi nahi rakhta tha.,1,0,0,
11,Biwi Ko Jala Kar Maarne Ke Ilzaam Mein Zalim Shohar Girftar,Biwi Ko Jala Kar Maarne Ke Ilzaam Mein Zalim Shohar Girftar,0,0,0,
11,Fawad Chaudhary ne pehlay daku kaha aur phir maffi maang li,<PER--Fawad Chaudhary> ne pehlay daku kaha aur phir maffi maang li,1,0,0,
24,Magar hukumran jamaat ke Narayan Trpathi jaisay rehnuma apni jamaat ke khilaaf ja kar un kalay qawaneen ki mukhalifat mein baat kar rahay hain.,Magar hukumran jamaat ke <PER--Narayan Trpathi> jaisay rehnuma apni jamaat ke khilaaf ja kar un kalay qawaneen ki mukhalifat mein baat kar rahay hain.,1,0,0,
41,"unhon ne kaha ke is ke baad is ne mujhe ghar chorra, is waqt mujhe nahi maloom nah tha ke wraps kya hota hai, mein bohat ziyada khaufzadah thi, mein ne is baare mein kisi ko bhi kuch nahi bataya .","unhon ne kaha ke is ke baad is ne mujhe ghar chorra, is waqt mujhe nahi maloom nah tha ke wraps kya hota hai, mein bohat ziyada khaufzadah thi, mein ne is baare mein kisi ko bhi kuch nahi bataya .",0,0,0,
9,Is se pehlay bhi vaccine tayyar ho sakti hai.,Is se pehlay bhi vaccine tayyar ho sakti hai.,0,0,0,
186,"Maulana Madani ne mutasirah ilaaqoun ka dora hi nahi kiya balkay kisi mazhabi imtiaz ke baghair mutasireen se mulaqaat ki un ki rudaad suni inhen dilaasa diya aur har terhan ki madad ka yaqeen dilaya, Wazeh rahay ke Jamiat Ulama Hind ka ek numainda wafad Maulana Madani ki hidayat par pichlle 23 dinoun se fasaad mutasirah ilaaqoun ka dora karkay mutasireen ko har terhan ki madad pohanchanay ka kaam kar raha hai aur fasaad ke douran huve maali nuqsanaat ka survey bhi kar raha hai taakay is ki bunyaad par maqdoor bhar mutasireen ki maali madad ki jasakay, Ahem baat ye hai ke fasaad ke douran jalaaye gaye makanaat ki taamer aur murammat ka beda bhi ab Jamiat Ulama Hind ne uthaliya hai taakay jis qadar jald mumkin ho inhen dobarah rehne ke layeq bana diya jaye, Apne doray ke douran Maulana Madani ne Khazoori Khas mein makanaat ki taamer o muramat ke kaam ka bazabta tour par aaghaz apni dua se kiya is mauqa par mutasireen ki ek badi tadaad mojood thi jin se Maulana Madani ne fardan fardan mulakaatein kee aur inhen delasa diya.","Maulana <PER--Madani> ne mutasirah ilaaqoun ka dora hi nahi kiya balkay kisi mazhabi imtiaz ke baghair mutasireen se mulaqaat ki un ki rudaad suni inhen dilaasa diya aur har terhan ki madad ka yaqeen dilaya, Wazeh rahay ke <ORG--Jamiat Ulama Hind> ka ek numainda wafad Maulana <PER--Madani> ki hidayat par pichlle 23 dinoun se fasaad mutasirah ilaaqoun ka dora karkay mutasireen ko har terhan ki madad pohanchanay ka kaam kar raha hai aur fasaad ke douran huve maali nuqsanaat ka survey bhi kar raha hai taakay is ki bunyaad par maqdoor bhar mutasireen ki maali madad ki jasakay, Ahem baat ye hai ke fasaad ke douran jalaaye gaye makanaat ki taamer aur murammat ka beda bhi ab <ORG--Jamiat Ulama Hind> ne uthaliya hai taakay jis qadar jald mumkin ho inhen dobarah rehne ke layeq bana diya jaye, Apne doray ke douran Maulana <PER--Madani> ne <LOC--Khazoori Khas> mein makanaat ki taamer o muramat ke kaam ka bazabta tour par aaghaz apni dua se kiya is mauqa par mutasireen ki ek badi tadaad mojood thi jin se Maulana <PER--Madani> ne fardan fardan mulakaatein kee aur inhen delasa diya.",4,2,1,
7,Kerala mein pehla Coronavirus case aaya samnay,<LOC--Kerala> mein pehla Coronavirus case aaya samnay,0,0,1,
8,Francesi Sadar ka tohfa White House se gayab,Francesi Sadar ka tohfa <LOC--White House> se gayab,0,0,1,
66,"Adalat ne kaha ke ICMR ke rehnumaiyana khutoot ke mutabiq misbet paye gaye afraad ko jin se ye bemari aayi hai, Is ki nishandahi ki jaye, Jin afraad ki jaanch ki gayi hai un ki tafseelaat faraham nah karne par bhi adalat ne narazgi ka izhaar kiya aur sawal kiya ke doosri reyastoun ki bah nisbat Telangana mein Corona jaanch ki tadaad mein kami kyun hai?","Adalat ne kaha ke <ORG--ICMR> ke rehnumaiyana khutoot ke mutabiq misbet paye gaye afraad ko jin se ye bemari aayi hai, Is ki nishandahi ki jaye, Jin afraad ki jaanch ki gayi hai un ki tafseelaat faraham nah karne par bhi adalat ne narazgi ka izhaar kiya aur sawal kiya ke doosri reyastoun ki bah nisbat <LOC--Telangana> mein Corona jaanch ki tadaad mein kami kyun hai?",0,1,1,
12,Ye amal har baras Ramadan Ul Mubarak mein anjaam diya jata hai.,Ye amal har baras Ramadan Ul Mubarak mein anjaam diya jata hai.,0,0,0,
11,wazeh ho ke Bangladesh may Gas ke hadsaat aam baat hain.,wazeh ho ke <LOC--Bangladesh> may Gas ke hadsaat aam baat hain.,0,0,1,
89,pista house ki director MA Moosa ne is zimn mein city commissionaire police Anjhani kumar aur additional DGP shikha Goel se bhi mulaqaat ki hai.pista house ka yeh maamla nojawanon ke liye khawab ghaflat se jaagne ke liye kaafi hai jo ke mukhtalif tafrehi muqamat aur hotles mein videos bana kar usay social media par viral karte hain jis se na sirf kisi hotel ya hotel mein mojood afraad ki khangi zindagi ki raazdari se khilvad hota hai jis se unke khilaaf qanooni karwai ka khadsha bhi rehta hai.,<ORG--pista house> ki director <PER--MA Moosa> ne is zimn mein city commissionaire police <PER--Anjhani kumar> aur additional DGP <PER--shikha Goel> se bhi mulaqaat ki hai.<ORG--pista house> ka yeh maamla nojawanon ke liye khawab ghaflat se jaagne ke liye kaafi hai jo ke mukhtalif tafrehi muqamat aur hotles mein videos bana kar usay social media par viral karte hain jis se na sirf kisi hotel ya hotel mein mojood afraad ki khangi zindagi ki raazdari se khilvad hota hai jis se unke khilaaf qanooni karwai ka khadsha bhi rehta hai.,3,2,0,
24,Beijing municiple health commission ne kaha hai ke ek mareez ki haalat is waqt mustahkam hai jabkay dosra ta haal tashweesh-naak haalat mein hai.,<ORG--Beijing municiple health commission> ne kaha hai ke ek mareez ki haalat is waqt mustahkam hai jabkay dosra ta haal tashweesh-naak haalat mein hai.,0,1,0,
32,match mein sab se ziyada mehngay saabit honay walay Srilanka ke fast bowler Lasith Malinga ne aakhri over mein apne saaray tajarbaat istemaal kar ke matlooba 9 runs bananay nahi diye .,match mein sab se ziyada mehngay saabit honay walay <LOC--Srilanka> ke fast bowler <PER--Lasith Malinga> ne aakhri over mein apne saaray tajarbaat istemaal kar ke matlooba 9 runs bananay nahi diye .,1,0,1,
31,Khayaal rahay ke UAE khaleej mein Iran ke khilaaf America ka ahem ittihadi hai aur un ka moaqqaf hai ke khittay mein Iran ke assar o rasookh ko rukna zarori hai.,Khayaal rahay ke <LOC--UAE> <LOC--khaleej> mein <LOC--Iran> ke khilaaf <LOC--America> ka ahem ittihadi hai aur un ka moaqqaf hai ke khittay mein <LOC--Iran> ke assar o rasookh ko rukna zarori hai.,0,0,5,
22,Nahar mooo chai peenay se mooo mein moujood’ bacteria ki tadaad badh jati hai jo danoton ki kharabi ka baais banti hai.,Nahar mooo chai peenay se mooo mein moujood’ bacteria ki tadaad badh jati hai jo danoton ki kharabi ka baais banti hai.,0,0,0,
22,khayaal rahay mulk bhar mein hukoomat ke khilaaf horahay ehtijaj ke baad markazi hukoomat ne kayi muqamat par curfew laga diye they.,khayaal rahay mulk bhar mein hukoomat ke khilaaf horahay ehtijaj ke baad markazi hukoomat ne kayi muqamat par curfew laga diye they.,0,0,0,
8,Modi hukoomat mulk ko bech rahi hai: K.C.Vinugopal,<PER--Modi> hukoomat mulk ko bech rahi hai: <PER--K.C.Vinugopal>,2,0,0,
6,20 hazaar Bharti kisanon ka ehtijaj,20 hazaar Bharti kisanon ka ehtijaj,0,0,0,
25,"Doosri janib jo loog sharai ehkamaat aur Scientific haqayiq se waaqif hain, Unhoun ne Imran Khan aur Saudi Arab ke faislon ki sataish ki hai.","Doosri janib jo loog sharai ehkamaat aur Scientific haqayiq se waaqif hain, Unhoun ne <PER--Imran Khan> aur <LOC--Saudi Arab> ke faislon ki sataish ki hai.",1,0,1,
